"basin_d,C,80","area,N,24,15","res_N,N,24,15","torst_N,N,24,15","crops_N,N,24,15","lvstc_N,N,24,15","country,C,80","admn_bn,C,80"
na_80528,3.037488063880000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80530,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Cozumel
na_80531,15.187440319400000,0.000000000000000,0.000000000000000,0.000000000000000,396.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80536,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Cozumel
na_80542,3.644985676660000,0.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80545,18.224928383300000,0.000000000000000,0.000000000000000,0.000000000000000,480.000000000000000,Mexico,Cozumel
na_80547,35.842359153800000,0.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,Mexico,Cozumel
na_80551,75.329703984300000,0.000000000000000,0.000000000000000,0.000000000000000,264.000000000000000,Mexico,Felipe Carrillo Puerto
na_80552,0.607497612778000,0.000000000000000,0.000000000000000,0.000000000000000,96.000000000000000,Mexico,Misc
na_80559,3.644985676660000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Cozumel
na_80579,30.982378251600000,0.000000000000000,0.000000000000000,0.000000000000000,1152.000000000000000,Mexico,Felipe Carrillo Puerto
na_80590,29.159885413300000,0.000000000000000,0.000000000000000,0.000000000000000,516.000000000000000,Mexico,Felipe Carrillo Puerto
na_80591,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80596,15.187440319400000,0.000000000000000,0.000000000000000,0.000000000000000,2172.000000000000000,Mexico,Felipe Carrillo Puerto
na_80600,15.187440319400000,0.000000000000000,0.000000000000000,0.000000000000000,1656.000000000000000,Mexico,Felipe Carrillo Puerto
na_80603,17.617430770500000,0.000000000000000,0.000000000000000,0.000000000000000,3828.000000000000000,Mexico,Felipe Carrillo Puerto
na_80604,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,1068.000000000000000,Mexico,Felipe Carrillo Puerto
na_80606,235.101576145000000,0.000000000000000,0.000000000000000,0.000000000000000,3564.000000000000000,Mexico,Felipe Carrillo Puerto
na_80607,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,204.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80610,34.627363928300000,0.000000000000000,0.000000000000000,252.000000000000000,5172.000000000000000,Mexico,Felipe Carrillo Puerto
na_80611,6.682473740540000,0.000000000000000,0.000000000000000,0.000000000000000,204.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80613,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,288.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80615,15.794937932200000,0.000000000000000,0.000000000000000,720.000000000000000,5568.000000000000000,Mexico,Felipe Carrillo Puerto
na_80616,4.859980902220000,0.000000000000000,0.000000000000000,0.000000000000000,1200.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80617,38.272349604900000,0.000000000000000,0.000000000000000,252.000000000000000,696.000000000000000,Mexico,Felipe Carrillo Puerto
na_80622,24.299904511100000,0.000000000000000,0.000000000000000,468.000000000000000,4884.000000000000000,Mexico,Felipe Carrillo Puerto
na_80623,41.309837668800000,0.000000000000000,0.000000000000000,0.000000000000000,1860.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80626,17.617430770500000,0.000000000000000,0.000000000000000,0.000000000000000,1788.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80628,14.579942706600000,0.000000000000000,0.000000000000000,0.000000000000000,1104.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80629,43.739828119900000,0.000000000000000,0.000000000000000,0.000000000000000,1152.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80631,8252.855069570000000,53302.555794599100000,0.000000000000000,538596.000000000000000,139248.000000000000000,Mexico,Cozumel
na_80637,66.824737405400000,0.000000000000000,0.000000000000000,0.000000000000000,636.000000000000000,Mexico,Felipe Carrillo Puerto
na_80643,49.207306634900000,0.000000000000000,0.000000000000000,0.000000000000000,2268.000000000000000,Mexico,Felipe Carrillo Puerto
na_80653,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,516.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80654,20.654918834400000,0.000000000000000,0.000000000000000,0.000000000000000,480.000000000000000,Mexico,Felipe Carrillo Puerto
na_80661,1179.152866400000000,51135.786562392700000,13.522447872161800,74640.000000000000000,39216.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80662,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,180.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80663,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,180.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80669,19.439923608900000,0.000000000000000,0.000000000000000,0.000000000000000,2172.000000000000000,Mexico,Felipe Carrillo Puerto
na_80674,22.477411672700000,0.000000000000000,0.000000000000000,0.000000000000000,924.000000000000000,Mexico,Felipe Carrillo Puerto
na_80678,25.514899736600000,0.000000000000000,0.000000000000000,0.000000000000000,1536.000000000000000,Mexico,Felipe Carrillo Puerto
na_80683,41.309837668800000,423.571860351562000,0.000000000000000,0.000000000000000,1344.000000000000000,Mexico,Misc
na_80687,30.982378251600000,0.000000000000000,0.000000000000000,0.000000000000000,828.000000000000000,Mexico,Felipe Carrillo Puerto
na_80688,13.364947481100000,0.000000000000000,0.000000000000000,0.000000000000000,1212.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80693,18.832425996100000,0.000000000000000,0.000000000000000,0.000000000000000,2844.000000000000000,Mexico,Felipe Carrillo Puerto
na_80695,13.972445093900000,0.000000000000000,0.000000000000000,0.000000000000000,72.000000000000000,Mexico,Central Quintana Roo (Sian Ka'an)
na_80699,55.889780375500000,0.000000000000000,0.000000000000000,0.000000000000000,1212.000000000000000,Mexico,Felipe Carrillo Puerto
na_80702,212.016666859000000,0.000000000000000,0.000000000000000,0.000000000000000,3012.000000000000000,Mexico,Felipe Carrillo Puerto
na_80713,13.364947481100000,0.000000000000000,0.000000000000000,0.000000000000000,516.000000000000000,Mexico,Felipe Carrillo Puerto
na_80715,13.364947481100000,0.000000000000000,0.000000000000000,0.000000000000000,1584.000000000000000,Mexico,Felipe Carrillo Puerto
na_80719,15.187440319400000,0.000000000000000,0.000000000000000,0.000000000000000,1296.000000000000000,Mexico,Oth¾n P. Blanco
na_80725,15.187440319400000,0.000000000000000,0.000000000000000,0.000000000000000,2004.000000000000000,Mexico,Oth¾n P. Blanco
na_80742,55.889780375400000,12.112691287994300,0.000000000000000,0.000000000000000,3744.000000000000000,Mexico,Oth¾n P. Blanco
na_80744,246.036533175000000,0.000000000000000,0.000000000000000,0.000000000000000,2844.000000000000000,Mexico,Felipe Carrillo Puerto
na_80749,20.047421221600000,0.000000000000000,0.000000000000000,0.000000000000000,972.000000000000000,Mexico,Oth¾n P. Blanco
na_80751,851.711653113000000,14.082142181396400,0.000000000000000,0.000000000000000,9636.000000000000000,Mexico,Felipe Carrillo Puerto
na_80754,14.579942706600000,0.000000000000000,0.000000000000000,0.000000000000000,5136.000000000000000,Mexico,Oth¾n P. Blanco
na_80758,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,2628.000000000000000,Mexico,Southern Quintana Roo
na_80761,16.402435545000000,0.000000000000000,0.000000000000000,960.000000000000000,6528.000000000000000,Mexico,Oth¾n P. Blanco
na_80762,171.314326803000000,0.364444214352480,0.000000000000000,0.000000000000000,1464.000000000000000,Mexico,Oth¾n P. Blanco
na_80765,1.822492838330000,0.000000000000000,0.000000000000000,348.000000000000000,1860.000000000000000,Mexico,Southern Quintana Roo
na_80772,12.757449868300000,1508.027166595460000,6428.577421620630000,0.000000000000000,2316.000000000000000,Mexico,Oth¾n P. Blanco
na_80776,46.169818571000000,0.196917850971360,0.000000000000000,348.000000000000000,1488.000000000000000,Mexico,Oth¾n P. Blanco
na_80785,515.765473247000000,18.393668646295700,0.000000000000000,0.000000000000000,10680.000000000000000,Mexico,Oth¾n P. Blanco
na_80787,20.654918834400000,0.000000000000000,0.000000000000000,0.000000000000000,924.000000000000000,Mexico,Southern Quintana Roo
na_80791,7.289971353320000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Misc
na_80801,18.224928383300000,0.000000000000000,0.000000000000000,0.000000000000000,576.000000000000000,Mexico,Oth¾n P. Blanco
na_80804,1.822492838330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Southern Quintana Roo
na_80808,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Mexico,Southern Quintana Roo
na_80809,0.607497612776000,0.000000000000000,0.000000000000000,28596.000000000000000,2208.000000000000000,Mexico,Southern Quintana Roo
na_80810,23.692406898300000,0.000000000000000,0.000000000000000,0.000000000000000,1032.000000000000000,Mexico,Southern Quintana Roo
na_80812,37.057354379400000,0.000000000000000,0.000000000000000,0.000000000000000,4104.000000000000000,Mexico,Southern Quintana Roo
na_80813,0.607497612776000,0.000000000000000,0.000000000000000,28596.000000000000000,2208.000000000000000,Mexico,Southern Quintana Roo
na_80815,17693.367972100000000,145333.474492289000000,307.101221923828000,6290232.000000000000000,615672.000000000000000,Mexico,Felipe Carrillo Puerto
na_80817,13.972445093900000,0.000000000000000,0.000000000000000,0.000000000000000,5268.000000000000000,Mexico,Southern Quintana Roo
na_80818,20.654918834400000,0.000000000000000,0.000000000000000,0.000000000000000,1848.000000000000000,Mexico,Southern Quintana Roo
na_80819,227.811604791000000,6683.023800989760000,0.000000000000000,62340.000000000000000,7140.000000000000000,Mexico,Misc
na_80826,18.832425996100000,0.000000000000000,0.000000000000000,0.000000000000000,1128.000000000000000,Mexico,Oth¾n P. Blanco
na_80827,46.169818571000000,220471.412162518000000,11643.211582031300000,43404.000000000000000,6480.000000000000000,Mexico,Oth¾n P. Blanco
na_80828,15.187440319400000,71765.716394119300000,0.000000000000000,58284.000000000000000,8340.000000000000000,Mexico,Oth¾n P. Blanco
na_80832,553.430325240000000,0.000000000000000,0.000000000000000,0.000000000000000,11304.000000000000000,Mexico,Oth¾n P. Blanco
na_80836,68.647230243800000,0.000000000000000,0.000000000000000,0.000000000000000,7548.000000000000000,Mexico,Oth¾n P. Blanco
na_80837,63.787249341500000,0.000000000000000,0.000000000000000,0.000000000000000,1164.000000000000000,Mexico,Southern Quintana Roo
na_80844,15.794937932200000,0.000000000000000,0.000000000000000,0.000000000000000,3576.000000000000000,Mexico,Oth¾n P. Blanco
na_80850,87.479656239800000,0.000000000000000,0.000000000000000,0.000000000000000,972.000000000000000,Mexico,Oth¾n P. Blanco
na_80852,25.514899736600000,7.431356964111480,0.264373984336920,0.000000000000000,4452.000000000000000,Belize,Corozal
na_80853,29.159885413300000,0.000000000000000,0.000000000000000,0.000000000000000,1440.000000000000000,Mexico,Oth¾n P. Blanco
na_80855,17.617430770500000,597.108546357751000,0.000000000000000,0.000000000000000,4452.000000000000000,Belize,Corozal
na_80857,37.057354379400000,0.000000000000000,0.000000000000000,0.000000000000000,2196.000000000000000,Mexico,Southern Quintana Roo
na_80862,15.187440319400000,0.000000000000000,0.000000000000000,0.000000000000000,4140.000000000000000,Mexico,Southern Quintana Roo
na_80864,43.132330507100000,30.498864326476900,0.804371894001990,0.000000000000000,24.000000000000000,Belize,Corozal
na_80865,32.804871089900000,16.104619445800700,0.000000000000000,0.000000000000000,3384.000000000000000,Mexico,Southern Quintana Roo
na_80870,28.552387800500000,0.000000000000000,0.000000000000000,0.000000000000000,612.000000000000000,Belize,Corozal
na_80872,30.982378251600000,2619.387723312380000,1.619993755817430,0.000000000000000,588.000000000000000,Belize,Northern Barrier Complex
na_80874,44.954823345500000,0.000000000000000,0.000000000000000,0.000000000000000,132.000000000000000,Belize,Northern Barrier Complex
na_80880,46.777316183800000,11.410741653442600,0.000000000000000,29160.000000000000000,2496.000000000000000,Mexico,Oth¾n P. Blanco
na_80887,176.781805318000000,0.000000000000000,0.326248748302560,0.000000000000000,612.000000000000000,Belize,Corozal
na_80893,29.159885413300000,0.000000000000000,0.000000000000000,0.000000000000000,468.000000000000000,Belize,Corozal
na_80901,29.159885413300000,0.000000000000000,0.264373984336920,87372.000000000000000,1680.000000000000000,Belize,Corozal
na_80911,27.944890187700000,0.000000000000000,0.000000000000000,0.000000000000000,240.000000000000000,Belize,Corozal
na_80917,33.412368702700000,0.000000000000000,0.000000000000000,58212.000000000000000,1116.000000000000000,Belize,Corozal
na_80920,8.504966578870000,0.000000000000000,0.000000000000000,22704.000000000000000,432.000000000000000,Belize,Misc
na_80928,27.944890187700000,0.183116533756320,0.000000000000000,80916.000000000000000,1560.000000000000000,Belize,Northern Barrier Complex
na_80930,13.972445093900000,0.000000000000000,0.000000000000000,0.000000000000000,420.000000000000000,Belize,Corozal
na_80935,258.793983043000000,0.000000000000000,12.194197540283200,0.000000000000000,696.000000000000000,Belize,Corozal
na_80950,26.729894962200000,33.219782702923000,1.456869392395020,0.000000000000000,0.000000000000000,Belize,Corozal
na_80956,88.087153852600000,0.000000000000000,0.000000000000000,0.000000000000000,48.000000000000000,Belize,Corozal
na_80966,52.852292311600000,0.000000000000000,0.000000000000000,6720.000000000000000,108.000000000000000,Belize,Belize
na_80986,52.244794698800000,0.000000000000000,0.000000000000000,23484.000000000000000,228.000000000000000,Belize,Belize
na_80987,49.207306634900000,3719.163986599450000,1498.228789402840000,0.000000000000000,0.000000000000000,Belize,Corozal
na_80990,7686.667294460000000,71017.542734400600000,0.000000000000000,1749420.000000000000000,181956.000000000000000,Mexico,Oth¾n P. Blanco
na_80991,29.767383026100000,0.000000000000000,0.000000000000000,150840.000000000000000,828.000000000000000,Belize,Belize
na_80998,2.429990451110000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81016,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Belize
na_81023,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81026,487.820583060000000,1474.456217093470000,61.612784500122100,417384.000000000000000,7044.000000000000000,Belize,Belize
na_81027,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Belize
na_81032,1.214995225550000,0.000000000000000,86.642978668212900,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81041,2.429990451110000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81044,4.252483289430000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81047,138.509455713000000,0.000000000000000,0.000000000000000,112584.000000000000000,1212.000000000000000,Belize,Belize
na_81048,0.607497612778000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81056,65.609742179900000,0.000000000000000,0.000000000000000,192912.000000000000000,2100.000000000000000,Belize,Belize
na_81058,13.972445093900000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81059,1.822492838330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81060,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81061,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81065,40.702340056000000,0.000000000000000,0.000000000000000,75840.000000000000000,756.000000000000000,Belize,Belize
na_81066,6.074976127770000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81073,15.187440319400000,0.000000000000000,0.000000000000000,1107876.000000000000000,8712.000000000000000,Belize,Belize
na_81083,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81087,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81088,0.607497612776000,0.000000000000000,27.276493034362900,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81089,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81093,1.214995225550000,0.000000000000000,0.000000000000000,194340.000000000000000,2976.000000000000000,Belize,Northern Barrier Complex
na_81094,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81097,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81106,55.889780375500000,4998.639343028070000,0.000000000000000,547644.000000000000000,3732.000000000000000,Belize,Belize
