"basin_d,C,80","area,N,24,15","res_N,N,24,15","torst_N,N,24,15","crops_N,N,24,15","lvstc_N,N,24,15","country,C,80","admn_bn,C,80"
na_81108,13.972445093900000,16048.618362972700000,37.224391136169400,1870908.000000000000000,20112.000000000000000,Belize,Northern Barrier Complex
na_81109,2.429990451110000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Northern Barrier Complex
na_81111,4.859980902210000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Lighthouse reef
na_81116,3.037488063880000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81127,24.299904511100000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Misc
na_81130,46.169818571000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81134,2.429990451110000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81138,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81139,1.822492838330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81143,13.972445093900000,4.872226066589520,0.000000000000000,645624.000000000000000,3756.000000000000000,Belize,Belize
na_81144,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81145,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81148,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81151,12.149952255500000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81166,3.644985676660000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81171,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81172,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81173,17.009933157700000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81181,2209.468817670000000,42955.708001097100000,222.227450716496000,142332.000000000000000,316104.000000000000000,Belize,Corozal
na_81187,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81197,5.467478514990000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81198,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81209,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Belize
na_81212,2.429990451110000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81213,3.037488063880000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81223,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81225,3.644985676660000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Misc
na_81232,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Lighthouse reef
na_81241,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81242,4.859980902210000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Misc
na_81256,10.327459417200000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81260,0.607497612778000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Turneffe
na_81262,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81300,4.252483289440000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81302,38.879847217700000,0.000000000000000,0.000000000000000,188112.000000000000000,3264.000000000000000,Belize,Central Barrier Complex
na_81319,635.442502964000000,0.000000000000000,24.388394508361900,993456.000000000000000,7872.000000000000000,Belize,Central Barrier Complex
na_81327,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81329,85.049665788700000,204.032395019531000,0.000000000000000,1380.000000000000000,1932.000000000000000,Belize,Stann Creek
na_81336,30.982378251600000,1.683455657959080,0.000000000000000,1380.000000000000000,7332.000000000000000,Belize,Central Barrier Complex
na_81341,1.822492838330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81345,55.889780375500000,0.000000000000000,0.000000000000000,0.000000000000000,5400.000000000000000,Belize,Stann Creek
na_81351,24.299904511100000,0.000000000000000,0.000000000000000,0.000000000000000,3648.000000000000000,Belize,Central Barrier Complex
na_81368,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81369,352.956113023000000,37415.810956549600000,363.275309908390000,0.000000000000000,6312.000000000000000,Belize,Stann Creek
na_81370,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81371,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81373,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Stann Creek
na_81376,65.609742179900000,0.000000000000000,0.000000000000000,0.000000000000000,5664.000000000000000,Belize,Stann Creek
na_81390,13968.192610600000000,120752.430146084000000,92.743887560963600,4513584.000000000000000,873204.000000000000000,Belize,Corozal
na_81396,876.011557624000000,100.992487088442000,5.279267649650550,2229792.000000000000000,24684.000000000000000,Belize,Belize
na_81403,157.341881709000000,2493.236469404700000,68.081611599326100,0.000000000000000,5592.000000000000000,Belize,Central Barrier Complex
na_81408,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Glover's Reef
na_81416,21.869914060000000,346.983156738281000,55.515686130523700,0.000000000000000,3888.000000000000000,Belize,Stann Creek
na_81418,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Glover's Reef
na_81423,3.037488063880000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Honduras,Roatan
na_81424,44.347325732700000,74.643173217773300,10.301558825969700,0.000000000000000,0.000000000000000,Honduras,Islas de la BahÝa
na_81461,802.504346478000000,0.192946207523400,68.964180185794800,0.000000000000000,6312.000000000000000,Belize,Stann Creek
na_81468,15.187440319400000,0.000000000000000,15.082296524047800,0.000000000000000,4452.000000000000000,Belize,Stann Creek
na_81471,46.777316183800000,69.053187975883600,0.000000000000000,0.000000000000000,4452.000000000000000,Belize,Central Barrier Complex
na_81472,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81474,68.039732631000000,546.855316443443000,0.000000000000000,0.000000000000000,3372.000000000000000,Belize,Stann Creek
na_81477,93.554632367600000,169.210101928711000,0.000000000000000,0.000000000000000,0.000000000000000,Honduras,Roatan
na_81479,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Stann Creek
na_81485,34.627363928300000,6342.578056411740000,5446.721814960680000,0.000000000000000,0.000000000000000,Honduras,Roatan
na_81489,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Central Barrier Complex
na_81491,304.963801614000000,4107.423290102180000,3.853110167384070,0.000000000000000,14268.000000000000000,Belize,Stann Creek
na_81492,0.607497612776000,4902.490898437500000,1142.403706054690000,0.000000000000000,1176.000000000000000,Belize,Misc
na_81498,41.309837668800000,5417.218652343750000,111.150727500916000,0.000000000000000,0.000000000000000,Honduras,Roatan
na_81506,37.664851992200000,14831.153018388700000,1.186870397329260,0.000000000000000,15372.000000000000000,Belize,Southern Barrier Complex
na_81511,0.607497612776000,0.000000000000000,1777.259982338540000,0.000000000000000,1176.000000000000000,Belize,Southern Barrier Complex
na_81517,34.019866315500000,15.689315364360800,0.000000000000000,0.000000000000000,22728.000000000000000,Belize,Toledo
na_81518,18.224928383300000,12522.277773399400000,0.000000000000000,76476.000000000000000,14028.000000000000000,Honduras,Misc
na_81522,13.364947481100000,0.000000000000000,0.000000000000000,0.000000000000000,22728.000000000000000,Belize,Toledo
na_81523,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,7368.000000000000000,Belize,Southern Barrier Complex
na_81524,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,252.000000000000000,Honduras,Misc
na_81525,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Honduras,Misc
na_81527,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Honduras,Misc
na_81528,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,516.000000000000000,Honduras,Misc
na_81532,2.429990451110000,5.389340171814000,0.000000000000000,0.000000000000000,252.000000000000000,Honduras,Misc
na_81534,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,7368.000000000000000,Belize,Southern Barrier Complex
na_81535,27.337392574900000,0.000000000000000,0.000000000000000,59748.000000000000000,11088.000000000000000,Honduras,Misc
na_81541,29.767383026100000,106.171029052734000,0.000000000000000,111444.000000000000000,23940.000000000000000,Honduras,Misc
na_81546,20.047421221600000,65.011182975768900,0.000000000000000,0.000000000000000,4680.000000000000000,Honduras,Misc
na_81549,14.579942706600000,78.323417959213100,0.000000000000000,0.000000000000000,1680.000000000000000,Honduras,Misc
na_81551,117.247039266000000,872.137690916061000,0.000000000000000,0.000000000000000,6732.000000000000000,Belize,Toledo
na_81553,18.832425996100000,44.297445387840100,0.000000000000000,0.000000000000000,2520.000000000000000,Honduras,Misc
na_81559,19.439923608900000,1459.367079491620000,0.000000000000000,94248.000000000000000,33444.000000000000000,Honduras,Misc
na_81562,19.439923608900000,67.609107284545800,0.000000000000000,125952.000000000000000,85140.000000000000000,Honduras,Misc
na_81563,120.284527330000000,0.000000000000000,0.000000000000000,99924.000000000000000,17364.000000000000000,Honduras,Misc
na_81567,58.927268439300000,1958.151094050410000,0.000000000000000,0.000000000000000,4020.000000000000000,Honduras,Gracias a Dios
na_81572,27.944890187700000,113.046462407112000,0.000000000000000,0.000000000000000,456.000000000000000,Honduras,Misc
na_81574,9857.256264910000000,301197.952516413000000,6662.729788269580000,7571076.000000000000000,1650600.000000000000000,Belize,Belize
na_81575,1262.987536960000000,2456.739142084120000,9.536169912815100,0.000000000000000,18720.000000000000000,Belize,Toledo
na_81576,23.084909285500000,6160.095321350100000,0.000000000000000,58248.000000000000000,64368.000000000000000,Honduras,East Coast Honduras
na_81577,102.059598946000000,201.755719496012000,0.000000000000000,0.000000000000000,3720.000000000000000,Honduras,Misc
na_81584,12.757449868300000,1.952141590118520,21.603840694427500,0.000000000000000,0.000000000000000,Honduras,Utila
na_81587,70.469723082100000,117.798188238144000,0.000000000000000,0.000000000000000,3228.000000000000000,Honduras,Misc
na_81595,24.299904511100000,0.000000000000000,4.493441834449770,0.000000000000000,0.000000000000000,Honduras,Utila
na_81596,134.864470036000000,16.393793109655300,0.000000000000000,0.000000000000000,2832.000000000000000,Honduras,Gracias a Dios
na_81603,13.972445093900000,0.000000000000000,2.236909918785090,0.000000000000000,0.000000000000000,Honduras,Utila
na_81604,38.272349604900000,1774.996657676700000,0.000000000000000,26544.000000000000000,12660.000000000000000,Honduras,East Coast Honduras
na_81608,12.757449868300000,0.000000000000000,0.000000000000000,6564.000000000000000,6252.000000000000000,Honduras,East Coast Honduras
na_81611,119.677029717000000,259.471244984865000,0.000000000000000,0.000000000000000,3900.000000000000000,Honduras,Gracias a Dios
na_81615,165.239350675000000,853.101175231934000,0.000000000000000,114204.000000000000000,52440.000000000000000,Honduras,East Coast Honduras
na_81616,114.209551202000000,57.363980836272100,0.000000000000000,0.000000000000000,780.000000000000000,Honduras,Gracias a Dios
na_81618,1.822492838330000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Honduras,Cayos Cochinos
na_81620,20.654918834400000,0.000000000000000,0.000000000000000,0.000000000000000,1104.000000000000000,Belize,Toledo
na_81621,160.986867386000000,0.000000000000000,0.000000000000000,0.000000000000000,2988.000000000000000,Belize,Toledo
na_81622,24.299904511100000,27113.272866210900000,0.000000000000000,191376.000000000000000,71304.000000000000000,Honduras,East Coast Honduras
na_81625,411.275883850000000,0.000000000000000,0.000000000000000,0.000000000000000,4128.000000000000000,Belize,Toledo
na_81626,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Honduras,Cayos Cochinos
na_81629,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Toledo
na_81635,0.607497612776000,0.000000000000000,0.000000000000000,0.000000000000000,120.000000000000000,Belize,Southern Barrier Complex
na_81638,20.654918834400000,285.536535644531000,0.000000000000000,172224.000000000000000,77052.000000000000000,Honduras,East Coast Honduras
na_81639,122.714517781000000,9088.272320938110000,0.000000000000000,12744.000000000000000,12684.000000000000000,Honduras,East Coast Honduras
na_81643,18.224928383300000,0.000000000000000,0.000000000000000,0.000000000000000,792.000000000000000,Belize,Toledo
na_81647,1.214995225550000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Southern Barrier Complex
na_81648,27.944890187700000,3609.496999511720000,0.000000000000000,164088.000000000000000,81852.000000000000000,Honduras,East Coast Honduras
na_81660,0.607497612777000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Southern Barrier Complex
na_81662,308.001289678000000,178.093379445076000,0.000000000000000,0.000000000000000,3156.000000000000000,Belize,Toledo
na_81664,22.477411672700000,68.768098983764600,0.000000000000000,9000.000000000000000,5040.000000000000000,Honduras,East Coast Honduras
na_81672,3.037488063880000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Belize,Southern Barrier Complex
na_81685,64.394746954300000,287.360171270370000,0.000000000000000,66564.000000000000000,27948.000000000000000,Honduras,East Coast Honduras
na_81690,234.494078532000000,680.910308504105000,0.000000000000000,53676.000000000000000,34956.000000000000000,Honduras,Col¾n
na_81696,12.757449868300000,0.000000000000000,0.000000000000000,0.000000000000000,3792.000000000000000,Belize,Toledo
na_81704,36.449856766600000,2704.185593540670000,0.000000000000000,138360.000000000000000,92196.000000000000000,Honduras,East Coast Honduras
na_81705,412.490879075000000,23037.001531119300000,0.000000000000000,800820.000000000000000,335988.000000000000000,Honduras,East Coast Honduras
na_81743,831.056734278000000,3583.042794097070000,144.404963951111000,0.000000000000000,13164.000000000000000,Belize,Toledo
na_81752,18.832425996100000,361.970620079041000,0.000000000000000,0.000000000000000,21108.000000000000000,Belize,Toledo
na_81766,20.654918834400000,1133.575147597790000,0.000000000000000,70488.000000000000000,59820.000000000000000,Honduras,Cayos Cochinos
na_81767,70.469723082100000,1523.329853160380000,0.000000000000000,35880.000000000000000,40212.000000000000000,Honduras,Cayos Cochinos
na_81783,28.552387800500000,1084.185033098460000,0.000000000000000,34608.000000000000000,19620.000000000000000,Honduras,Cayos Cochinos
na_81788,26.729894962200000,28904.973026104000000,230.940513498187000,0.000000000000000,6180.000000000000000,Belize,Toledo
na_81803,16.402435545000000,1207.293138499260000,0.000000000000000,72144.000000000000000,118656.000000000000000,Honduras,Cayos Cochinos
na_81812,19.439923608900000,5894.561529979710000,0.000000000000000,22908.000000000000000,37728.000000000000000,Honduras,Cayos Cochinos
na_81813,20.654918834400000,1223.834018554690000,0.000000000000000,72144.000000000000000,118656.000000000000000,Honduras,Cayos Cochinos
na_81814,34.627363928300000,8010.363964691160000,0.000000000000000,49236.000000000000000,80928.000000000000000,Honduras,Cayos Cochinos
na_81819,13.364947481100000,2204.969306945800000,0.000000000000000,5892.000000000000000,7320.000000000000000,Honduras,Cayos Cochinos
na_81824,19.439923608900000,24684.298645076800000,0.000000000000000,6324.000000000000000,8268.000000000000000,Honduras,Coastal Honduras
na_81830,27.944890187700000,2460.748968257900000,0.000000000000000,5892.000000000000000,7320.000000000000000,Honduras,Coastal Honduras
na_81831,30.982378251600000,993.605822367668000,0.000000000000000,286992.000000000000000,214500.000000000000000,Honduras,Cayos Cochinos
na_81838,17.009933157700000,142.521973571777000,0.000000000000000,27792.000000000000000,61140.000000000000000,Honduras,Coastal Honduras
na_81839,24.299904511100000,479.165866699219000,0.000000000000000,73788.000000000000000,57192.000000000000000,Honduras,Cayos Cochinos
na_81851,140.331948551000000,5937.436274757390000,0.000000000000000,372756.000000000000000,207324.000000000000000,Honduras,Cayos Cochinos
na_81859,26.729894962200000,549.496968784332000,0.000000000000000,279696.000000000000000,144492.000000000000000,Honduras,Coastal Honduras
na_81866,753.297039843000000,3858.215516788960000,0.000000000000000,0.000000000000000,60912.000000000000000,Honduras,Misc
na_81876,13.972445093900000,32218.824748706800000,0.000000000000000,75468.000000000000000,26736.000000000000000,Honduras,Coastal Honduras
na_81882,27.337392574900000,0.000000000000000,0.000000000000000,0.000000000000000,804.000000000000000,Belize,Toledo
na_81883,21.869914060000000,16.404661560058600,0.000000000000000,164232.000000000000000,119460.000000000000000,Honduras,Coastal Honduras
na_81888,1211.350239880000000,1172.614229714870000,80.601302465200400,36228.000000000000000,167520.000000000000000,Belize,Toledo
na_81907,17.009933157700000,187.066461997032000,0.000000000000000,101172.000000000000000,73464.000000000000000,Honduras,Coastal Honduras
na_81914,15.794937932200000,14929.639463081400000,0.000000000000000,33504.000000000000000,32508.000000000000000,Honduras,Coastal Honduras
na_81915,63.179751728800000,70240.542772264500000,0.000000000000000,80700.000000000000000,37920.000000000000000,Honduras,Coastal Honduras
na_81922,23.084909285500000,6308.943244183660000,0.000000000000000,122772.000000000000000,80448.000000000000000,Honduras,Coastal Honduras
na_81927,34.019866315500000,2166.333766093250000,0.000000000000000,139116.000000000000000,101760.000000000000000,Honduras,Coastal Honduras
na_81928,1362.617145460000000,3208.437483555080000,0.000000000000000,0.000000000000000,29172.000000000000000,Honduras,Misc
na_81931,58.319770826600000,1518.353030619620000,0.000000000000000,681864.000000000000000,511884.000000000000000,Honduras,Coastal Honduras
na_81941,54.067287537100000,0.000000000000000,20.579977176189400,0.000000000000000,0.000000000000000,Guatemala,Guatemala
na_81942,44.954823345500000,5523.091712651250000,0.000000000000000,311568.000000000000000,134652.000000000000000,Honduras,Coastal Honduras
na_81946,52.244794698800000,1625.852300781460000,0.000000000000000,293064.000000000000000,216228.000000000000000,Honduras,Coastal Honduras
na_81951,12.149952255500000,0.000000000000000,1.094433234930060,9420.000000000000000,588.000000000000000,Guatemala,Guatemala
na_81952,58.319770826600000,55077.103276963200000,0.000000000000000,15660.000000000000000,77460.000000000000000,Honduras,CortÚs
na_81953,402.163419658000000,39080.927788381600000,0.000000000000000,524064.000000000000000,333516.000000000000000,Honduras,Cayos Cochinos
na_81963,18.832425996100000,5810.798200535780000,0.000000000000000,159708.000000000000000,273468.000000000000000,Honduras,Coastal Honduras
na_81969,42.524832894400000,35352.963860843200000,0.000000000000000,255720.000000000000000,165732.000000000000000,Honduras,Coastal Honduras
na_81970,51.637297086000000,15843.614667794100000,0.000000000000000,147648.000000000000000,51264.000000000000000,Honduras,Coastal Honduras
na_81976,20.654918834400000,11567.183423109100000,0.000000000000000,78468.000000000000000,56952.000000000000000,Honduras,Coastal Honduras
na_81988,38.879847217700000,8732.192189362050000,0.000000000000000,14400.000000000000000,8232.000000000000000,Honduras,Coastal Honduras
na_81998,31.589875864400000,0.000000000000000,30.215622003078400,0.000000000000000,5928.000000000000000,Belize,Toledo
na_82003,20.654918834400000,0.000000000000000,14.544187563657800,0.000000000000000,5376.000000000000000,Guatemala,Guatemala
na_82004,18.832425996100000,91.640291748046900,13.606101933717800,0.000000000000000,13356.000000000000000,Guatemala,Guatemala
na_82005,22.477411672700000,0.000000000000000,2.657909284830120,34740.000000000000000,30468.000000000000000,Guatemala,Izabal
na_82006,20.654918834400000,7531.352794590000000,0.000000000000000,254688.000000000000000,399552.000000000000000,Honduras,Coastal Honduras
na_82007,47.992311409400000,10009.835652201200000,0.000000000000000,412920.000000000000000,623748.000000000000000,Honduras,Coastal Honduras
na_82012,35.842359153800000,0.000000000000000,41.225581634044700,0.000000000000000,2340.000000000000000,Guatemala,Guatemala
na_82014,13.364947481100000,2316.106230468750000,0.000000000000000,254688.000000000000000,399552.000000000000000,Honduras,Coastal Honduras
na_82015,137.294460488000000,27028.610587974300000,0.000000000000000,55992.000000000000000,19968.000000000000000,Honduras,Coastal Honduras
na_82022,30.982378251600000,2513.397266685960000,0.000000000000000,27624.000000000000000,142884.000000000000000,Honduras,Coastal Honduras
na_82034,13.972445093900000,5.723275108337280,8.726512538194620,0.000000000000000,40644.000000000000000,Guatemala,Guatemala
na_82035,62.572254116000000,0.000000000000000,54.893450549840900,26628.000000000000000,19896.000000000000000,Guatemala,Izabal
na_82036,499.970535315000000,137684.121819101000000,606.564738922119000,98808.000000000000000,68544.000000000000000,Honduras,Coastal Honduras
na_82037,1410.609456870000000,1388.913262671460000,0.000000000000000,0.000000000000000,34644.000000000000000,Honduras,Misc
na_82048,428.893314620000000,37769.877925336400000,0.000000000000000,431808.000000000000000,398088.000000000000000,Honduras,Coastal Honduras
na_82057,19.439923608900000,31928.491362304700000,27.619479700326900,105600.000000000000000,195756.000000000000000,Guatemala,Guatemala
na_82062,38.272349604900000,11134.678060684200000,0.000000000000000,56808.000000000000000,62664.000000000000000,Honduras,Coastal Honduras
na_82065,20.047421221600000,0.000000000000000,16.514939446449300,24.000000000000000,8508.000000000000000,Guatemala,Izabal
na_82066,73.507211146000000,102.177629585266000,0.000000000000000,1476.000000000000000,43944.000000000000000,Honduras,Coastal Honduras
na_82073,382.115998437000000,38403.974409881400000,0.000000000000000,268692.000000000000000,217632.000000000000000,Honduras,Coastal Honduras
na_82081,87.479656239800000,8919.424798822400000,20.769138422012300,95556.000000000000000,9432.000000000000000,Honduras,Coastal Honduras
na_82086,83.834670563200000,23.577775268554800,429.446125294053000,0.000000000000000,6744.000000000000000,Guatemala,Guatemala
na_82087,37.057354379400000,44548.286897049000000,48.857660937309200,24.000000000000000,3576.000000000000000,Guatemala,Guatemala
na_82088,40.094842443300000,94717.193960838300000,47.355951869487700,7512.000000000000000,90312.000000000000000,Guatemala,Guatemala
na_82096,722.314661591000000,63692.700201819200000,0.000000000000000,874896.000000000000000,868884.000000000000000,Honduras,Coastal Honduras
na_82104,966.528701928000000,71671.715131513300000,0.000000000000000,1639728.000000000000000,1062264.000000000000000,Honduras,Coastal Honduras
na_82114,173.136819641000000,15997.068092250800000,0.000000000000000,140808.000000000000000,56232.000000000000000,Honduras,Coastal Honduras
na_82122,500.578032928000000,22165.726731090500000,495.793692244291000,226836.000000000000000,275916.000000000000000,Guatemala,Guatemala
na_82168,2694.859410280000000,43906.051535339400000,1966.183845020680000,655296.000000000000000,598416.000000000000000,Belize,Toledo
na_82244,6441.904685880000000,99955.713734954600000,0.000000000000000,2410488.000000000000000,1716216.000000000000000,Honduras,Misc
na_82323,10738.127803400000000,868741.342534676000000,0.000000000000000,12198960.000000000000000,7127592.000000000000000,Honduras,Misc
na_82379,8655.625986840000000,2462621.644516460000000,9441.249042312540000,2658684.000000000000000,5646288.000000000000000,Guatemala,Guatemala
na_82498,16154.576519000000000,6070002.597720280000000,69624.445953321800000,22336236.000000000000000,18972492.000000000000000,Guatemala,Izabal
na_82550,26511.803319200000000,5428804.008139020000000,5.723094402551610,38691816.000000000000000,38451648.000000000000000,Honduras,Coastal Honduras
na_82578,23028.412007500000000,1068624.280368360000000,0.000000000000000,9483528.000000000000000,11671116.000000000000000,Honduras,Misc
